"id_all","Headline","codeN","missword","sampleloc"
46736,"自衛隊出動、国会承認に　政府・自民方針を各党と協議へ　周辺事態",NA,NA,2666
55520,"参院選投票行動調査　選挙区選で「自民に投票」、無党派の４７％／読売新聞社 ",NA,NA,3196
24590,"自民党の吹田元自治相ら４人離党、新グループ結成へ ",NA,NA,1706
54278,"橋本龍太郎氏出馬をきょう決定　自民党総裁選で橋本派",NA,NA,3092
13262,"内閣改造　蔵相と官房長官は留任へ　外相は交代も　海部首相と小沢幹事長が会談 ",NA,NA,842
4799,"消費税の半年延納認める　自民、「弾力運営」で回答へ",NA,NA,252
45585,"自民党三役「留任」で調整　主要閣僚も／小渕首相 ",NA,NA,2606
89787,"増税に自民賛成も　解散確約など条件　石原氏が言及",NA,NA,4428
64024,"「次の政権党」自前の構想語れ（自民民主　新時代：下）",NA,NA,3454
70431,"橋梁談合２３社、自民に１億円献金　建設・運輸族にも　昨年",NA,NA,3695
45535,"アルコール専売など民営化へ　「青年の家」は法人化　政府・自民が方針 ",NA,NA,2602
15108,"政府・自民が「環境税」創設検討へ　石油・ガスを対象　９２年度に導入 ",NA,NA,931
37867,"金融検査部門を先行　「監督」分離は先送り　大蔵改革で自民方針",NA,NA,2183
29852,"「金融機関の破綻、競争維持に必要」　三重野日銀総裁が講演",NA,NA,1936
50719,"原発促進、一般財源も　自民、新たな法案を今国会に提出へ",NA,NA,2918
18112,"「政治資金」を優先　宮沢首相要請を基本了承／自民政治革本部長 ",NA,NA,1151
20802,"参院「逆転区」解消へ　「４増４減」軸に検討　定数見直し自民方針 ",NA,NA,1306
20989,"佐川献金問題　金丸・前副総裁聴取へ最終通告　出頭、２４日メド／東京地検 ",NA,NA,1314
54382,"「小泉総裁」が反橋本派人事なら　公明、閣外協力に転換の方針",NA,NA,3117
52875,"内閣不信任案否決へ　加藤、山崎派が採決を欠席、自民分裂は回避 ",NA,NA,3006
24907,"自民への献金継続　与党には慎重　全銀協会長",NA,NA,1738
61442,"［論考２００３］福井日銀新総裁　「あらゆる対策」宣言を　編集委員・榧野信治 ",NA,NA,3314
1699,"退職金・賞与引当金の圧縮に財界が反対表明　自民と懇談会",NA,NA,71
96661,"日銀　デフレ脱却に自信　黒田総裁「想定通りの動き」　「景気回復」明記",NA,NA,4643
48768,"自自公政権、きょう発足　衆参とも過半数確保",NA,NA,2822
88897,"官房長官　岡田氏で調整　野田新首相　自公党首ときょう会談 ",NA,NA,4393
82482,"静岡県知事に民主系・川勝平太氏　自公系・坂本氏破る",NA,NA,4193
17770,"きょう「コメ市場開放問題」協議　政治決断の時期探る　政府・自民",NA,NA,1133
48601,"自民総裁選公開討論会　小渕首相、ＰＫＦ凍結解除に前向き姿勢 ",NA,NA,2803
32901,"防衛費、２％台巡り調整　自民が妥協案　１９９６年度概算要求基準",NA,NA,2007
9181,"総選挙後に「貿易摩擦」で緊急提言へ　米攻勢に先制／自民党 ",NA,NA,646
15889,"平和維持軍も参加対象　自衛隊中心にＰＫＯ法案　小渕自民幹事長",NA,NA,981
24058,"意見集約なお平行線　選挙制度改革自民合同総会、あす改めて開催",NA,NA,1582
12370,"国連軍への自衛隊派遣　憲法解釈見直し検討／政府・自民一致 ",NA,NA,754
78703,"日銀人事　「渡辺副総裁」民主・小沢氏が難色　白川総裁案は容認 ",NA,NA,4062
54321,"自民総裁選　景気・連立、４候補に聞く　路線の違い強調",NA,NA,3104
24314,"「自民過半数割る」６割　８割が「首相、選挙後退陣」／衆院選立候補予定者調査 ",NA,NA,1636
44278,"大手銀行の破たん回避を　経営危機、合併で救済　速水日銀総裁が会見 ",NA,NA,2496
31257,"３党連立の基盤、選挙通じ強固に　村山首相があいさつ／自民党大会 ",NA,NA,1972
84304,"小沢氏の幹事長続投、８割が支持　参院選を懸念、７割　石川議員らの起訴受け地方民主",NA,NA,4282
6577,"「宇野総裁」を選出へ　自民４役会議で一致　党改革へ副総裁置く",NA,NA,429
22828,"「円高誘導策の合意なかった」　三重野日銀総裁が思惑を否定",NA,NA,1480
18711,"自民・金丸氏と社公民党首会談　政治改革協の早期再開で一致　ＰＫＯでは対立 ",NA,NA,1197
53590,"ＫＳＤ事件　疑惑の自民・額賀氏「政倫審で説明」　証人喚問には慎重 ",NA,NA,3034
67362,"新潟県中越地震　住宅再建へ基金案　自民構想、官民で財源負担 ",NA,NA,3546
95959,"所得税　最高４５％に上げ　子・孫への贈与税軽減　自公調整",NA,NA,4584
86090,"前原外相、海江田経財相　幹事長に岡田氏起用　民主党代表代行、小沢・輿石氏は固辞",NA,NA,4332
5226,"「政治改革」前面に　参院選にらむ自民が運動方針案",NA,NA,270
42701,"松下康雄日銀総裁、更迭へ　首相、決着急ぐ構え　証券課長逮捕で",NA,NA,2365
48223,"小渕氏・加藤氏・山崎氏、自民総裁選に出馬表明　路線も焦点",NA,NA,2779
10875,"消費税廃止こだわらず　社党田辺氏、自民との妥協も示唆",NA,NA,714
69258,"靖国参拝など批判　中国・胡主席「目にしたくない」　自公幹事長との会談で ",NA,NA,3594
63372,"小泉首相の政権公約、名目経済成長率２％目標　自民党総裁選",NA,NA,3383
84610,"自民・鳩山邦夫氏が離党届を提出　参院選前に新党結成へ",NA,NA,4291
45074,"政府自民、「赤字地方債」を検討　減税分の財源手当て　自治体は反発",NA,NA,2564
82682,"衆院選　「３年めど天下り根絶」　自公が共通公約着手 ",NA,NA,4213
32954,"「三塚幹事長」を了承／自民総務会 ",NA,NA,2014
82590,"自民・反麻生、腰砕け　衆院解散目前で選挙に必死　公認が命綱、比例で復活狙い",NA,NA,4205
6313,"資産公開、全国会議員に　自民・政治改革委が法案要綱",NA,NA,377
27528,"与党と自民が臓器移植法案を提出　脳死で提供可能に ",NA,NA,1856
6320,"自民、中曽根氏証人喚問に応じる方針",NA,NA,381
94772,"郵政４社化法案　成立へ　今国会中　民自公が一致",NA,NA,4426
16882,"「国家のために私情捨て選考」　自民党総裁選で金丸氏",NA,NA,1041
66238,"参院選きょう公示　来月１１日投票　自民・民主、１人区で激戦 ",NA,NA,3509
34944,"住専処理法案　自民部会が条件付き了承 ",NA,NA,2084
83638,"攻守逆転の深夜国会　自公が退席も本会議採決　返済猶予法案、衆院通過 ",NA,NA,4259
78814,"民主やや先行、自民猛追　山口２区補選、朝日新聞社情勢調査",NA,NA,4069
68734,"郵政民営化持ち株会社　政府保有株、２分の１案　国の関与強化狙う／政府・自民 ",NA,NA,3570
62273,"自民推薦・飯泉氏当選　徳島知事選で不信任の前知事破る",NA,NA,3329
85084,"英保守党　１３年ぶり政権　労働・自民の交渉決裂 ",NA,NA,4301
63304,"自民総裁選　藤井、亀井氏出馬へ　高村氏は準備　首相は閣僚に推薦要請も ",NA,NA,3365
17075,"自民総裁選あす２７日投票　２位争い混とん ",NA,NA,1067
9501,"自民が衆院選で安定多数、海部首相続投へ　逆転参院抱え課題は山積　",NA,NA,667
42494,"利益要求容疑の新井将敬議員　自民が離党勧告へ ",NA,NA,2356
48947,"藤波孝生議員が自民離党　リクルート事件で有罪確定 ",NA,NA,2834
16877,"自民党総裁選　竹下派、独自候補選択広げる　小沢氏は固辞変えず ",NA,NA,1039
18609,"資産公開、全国会議員に　家族名義実質除外　自民原案まとまる",NA,NA,1180
29524,"民主リベラル新党結成目指す自民も視野に構想／社会党久保書記長 ",NA,NA,1925
46315,"都知事選　明石氏、出馬に傾く　自民が「一致支援」　きょう小渕首相と会談 ",NA,NA,2649
92845,"自民案、９条を逸脱　武力行使３条件、閣議決定案の柱　集団的自衛権",NA,NA,4708
21890,"単純小選挙区を提唱　自民、抜本政治改革案を決定",NA,NA,1431
96881,"日銀総裁　緩和効果を強調　景気上方修正　「想定通り回復」",NA,NA,4659
69594,"郵政民営化、自民が修正案を了承　総務会で多数決　採決時に党議拘束",NA,NA,3606
17681,"「国際貢献」に１兆３０００億円増税　９２年度予算で政府・自民方針　",NA,NA,1115
79961,"自民党総裁選、麻生氏が優勢　地方票・議員票とも",NA,NA,4103
24536,"総裁選の出馬に自民・三塚氏は慎重",NA,NA,1684
21422,"自民党竹下派新体制　小沢系抜きで発足　副会長に橋本氏ら３氏 ",NA,NA,1361
48503,"加藤・山崎両氏で自自公に改めて慎重姿勢　自民党総裁選会見",NA,NA,2794
14609,"選挙制度改革法案作り　与野党で協議機関　自民内調整と並行　小沢・羽田氏一致 ",NA,NA,898
76889,"自民総裁選　６都府県連、党員投票実施へ ",NA,NA,3950
74351,"造反１１人、自民復党　党紀委決定 ",NA,NA,3882
21123,"消費税率で綿貫自民幹事長が将来のアップ示唆",NA,NA,1325
5810,"リクルートコスモス社株売却益の４億円　自民党が“社会還元”へ ",NA,NA,304
40703,"財投機関債を自由化　自民党が特殊法人改革第３弾　役員も１割削減 ",NA,NA,2263
12062,"安倍・自民党元幹事長が訪ソ中止　再々入院、療養に専念 ",NA,NA,732
24688,"橋本・自民党政調会長が非自民と対決姿勢　予算組み替えも ",NA,NA,1730
25490,"テレビ朝日報道局長発言　非自民政権を意図？　公正報道に重大な疑念（解説） ",NA,NA,1762
44920,"公的資金枠、６７兆円に増額　政府・自民方針が民主案受諾へ",NA,NA,2555
95724,"安倍総裁　デフレ克服「政策総動員」　ＴＰＰ前向き　原発は再稼働",NA,NA,4532
49637,"ペイオフ、全面解禁見送り方向　１年延期も浮上　自自公で最終調整",NA,NA,2874
25729,"「政治改革」の修正折衝で自民に要請　市川氏を総責任者に／連立与党 ",NA,NA,1766
43970,"政策継続に期待　橋本首相辞任会見　参院選での自民党惨敗で",NA,NA,2449
44016,"自民総裁選、３氏の争いに　小泉氏も出馬決定　小渕氏と梶山氏が政権構想を発表 ",NA,NA,2463
6299,"安倍氏、時間かけ伊東氏説得　週内決着こだわらず　後継総裁問題",NA,NA,375
24527,"「非自民連立」強まる　日本新党・さきがけ代表、協力表明",NA,NA,1679
21175,"５億円献金問題　金丸氏に離党勧告も　自民内にけじめ求め「若手の会」旗揚げへ ",NA,NA,1334
6563,"福田・鈴木氏、総裁代行委制を提案　党首脳陣は難色　「宇野後継で決着」大勢に ",NA,NA,425
8331,"ＮＴＴ、５万人削減案を自民小委に示す　子会社化で合理化も　分割論議に対抗 ",NA,NA,597
57825,"鈴木氏疑惑・加藤氏問題　自民、今夕対応協議 ",NA,NA,3241
18311,"「共和汚職」などの参考人招致案が有力に　国会打開で自民首脳ら意向 ",NA,NA,1157
2206,"６３年度減税、自民が「１兆２５５０億円」を打診　野党は拒否",NA,NA,115
50688,"衆院解散、６月１日以降に　政府・自民、天皇訪欧を配慮",NA,NA,2912
86598,"修習生「給費制」１年継続　民自公が合意、法改正へ ",NA,NA,4340
21963,"所得減税見送りは宮沢首相の意向と強調　武藤自民税調会長",NA,NA,1440
14425,"ソ連に２８０億ドル援助提示　四島返還前提に　小沢氏訪ソ時に協議／自民 ",NA,NA,882
16861,"竹下派の調整難航　金丸氏、独自候補に固執　自民総裁選",NA,NA,1035
8420,"消費税廃止関連法案審議、自民はなお「違憲」追及　参院税特委",NA,NA,602
74333,"国民投票法案　「１８歳で選挙権」も検討　公布後３年めどに／自民修正案 ",NA,NA,3880
41202,"住宅買い替えの譲渡損失　所得控除、２―３年間に　自民が検討 ",NA,NA,2295
8589,"消費税見直し、決着持ち越す　食料品の小売り非課税を軸に自民が最終調整 ",NA,NA,617
41845,"預金保険、金融債・ヒットも保護　次期国会に法改正案提出　政府・自民固める ",NA,NA,2324
7162,"自民支持率、最低の２５．６％　社党は倍増　朝日新聞社調査",NA,NA,467
15287,"政治改革骨子、きょう党議決定へ　自民党合同総会・政調は了承",NA,NA,954
29976,"日銀総裁に松下康雄・さくら銀行相談役　元大蔵次官で金融・財政に精通 ",NA,NA,1938
96374,"参院補選　自民が圧勝　山口・江島氏　参院選に弾み",NA,NA,4620
90289,"消費増税法案成立へ　解散「近いうちに」　民自公党首が合意",NA,NA,4474
18098,"コメ柔軟対応を示唆　「ＰＫＯ」早期成立　自民党が平成４年度運動方針案 ",NA,NA,1150
17747,"９２年度税制改正大綱決まる　法人特別税導入など柱に７３７０億増税／自民税調 ",NA,NA,1131
9563,"自民、第２次海部内閣の閣僚人事で調整進まず",NA,NA,677
63107,"［自民党総裁選］（２）ゆがむ政策　転換拒否で「痛み」拡大（連載） ",NA,NA,3355
38194,"整備新幹線　「北海道」「長崎」先送り　自民が最終調整 ",NA,NA,2196
84211,"２次補正が衆院通過　自民・共産は反対　２８日にも成立 ",NA,NA,4277
70249,"衆院選　自民堅調な戦い、選挙への関心高まる／読売新聞社継続世論調査 ",NA,NA,3685
44076,"課税最低限下げ検討　小渕自民新総裁が記者会見　恒久減税実現へ努力 ",NA,NA,2482
43973,"自民新総裁２１日選出、両院総会で投票も　臨時国会３０日に首相指名",NA,NA,2451
27587,"渡辺氏離党表明　河野総裁、森幹事長が対応協議／自民党 ",NA,NA,1863
92870,"集団安保でも武力行使　政府・自民、容認へ転換",NA,NA,4712
61990,"ＰＫＯ武器使用、「国際基準並み」に緩和　民主・公明・自由３党幹事長表明 ",NA,NA,3322
37635,"３党政策協議　自社さ、きょう合意　外交・安保など一部除外 ",NA,NA,2163
67293,"小泉首相、迂回を否定　衆院予算委で自民の関与認めず　日歯連献金",NA,NA,3545
24674,"文相に縫田曄子氏浮上　非自民連立内閣閣僚人事の調整本格化 ",NA,NA,1728
23338,"旧ソ連共産党資金援助問題　社党・川崎議員らの名　自民が調査公表 ",NA,NA,1562
67281,"自民事務局が偽装領収書　６議員側に渡った８０００万　日歯連献金",NA,NA,3543
98752,"第４７回衆院選　自公圧勝３２５議席　３分の２上回る",NA,NA,4752
21995,"９３年秋の自民総裁選で宮沢再選を支持　小渕氏が表明 ",NA,NA,1443
52802,"激突自民、分岐点　分裂・再編か、党内抗争で収束か",NA,NA,2990
17499,"ＰＫＯ法案　社共反発、衆院通過持ち越す　自公「きょう２９日採決」確認 ",NA,NA,1101
44662,"金融再生関連法案　「財政・金融分離」で最終調整　自民が修正案提示 ",NA,NA,2527
23332,"盆暮れに１０００万円のヤミ献金　鹿島、金丸前副総裁へ毎年",NA,NA,1561
21605,"企業献金は個人向け禁止　資金団体２つに制限／自民改革案 ",NA,NA,1397
41784,"首相、地価税ゼロ凍結を指示　市場の信頼回復狙う　自民税調会長らに",NA,NA,2321
24596,"「非自民連立」きょう宣言　７党首会談で首相候補決定　細川氏に要請へ ",NA,NA,1710
1647,"牛肉・オレンジ自由化問題で　安倍幹事長が米の態度を批判 ",NA,NA,68
65026,"元自民税調会長の山中貞則氏死去 ",NA,NA,3486
37015,"新党さきがけ、武村代表と鳩山代表幹事長が辞任 ",NA,NA,2124
75976,"公務員法案断念を撤回、会期延長論も　自民、首相意向受け",NA,NA,3910
12892,"重富総務庁審議官が福岡知事選出馬へ　自民の要請受諾",NA,NA,798
23261,"所得税減税、先送り　野党と協議継続　総合景気対策で政府・自民方針",NA,NA,1553
27603,"渡辺美智雄氏、離党を断念　自民党、首相指名は河野洋平氏で一本化",NA,NA,1865
24250,"自民党への選挙資金に都銀、１００億円融資　見通し不透明で圧縮 ",NA,NA,1627
68845,"「盗撮防止法」制定へ　厳罰化や販売制限　今国会提出目指す／自民方針 ",NA,NA,3578
37551,"共和の元副社長、加藤幹事長へのヤミ献金認める　９０年の総選挙",NA,NA,2151
8097,"パチンコ業界へのプリペイドカードの導入を促進／自民党 ",NA,NA,571
23192,"金丸前副総裁、３億円で保釈　生原元秘書の保釈は検察が異議",NA,NA,1546
26228,"「会期延長４５日」を議決　自民欠席で開会　予算は越年編成／衆院本会議 ",NA,NA,1795
33717,"沖縄の米軍基地負担を軽減　加藤・自民党幹事長が検討表明 ",NA,NA,2053
46038,"中島被告詐取の秘書給与、衆院弁償請求へ　交付金流用分自民も検討",NA,NA,2629
24620,"河野・自民党新総裁が就任会見　「連立政権」と対決強調　３役人事は難航も ",NA,NA,1720
17360,"コメ部分自由化の方針　新ラウンド関税化協議に応じる　政府・自民方針固める ",NA,NA,1092
43709,"不良債権の自己査定内容、銀行ごと開示を　速水日銀総裁が求める ",NA,NA,2417
6542,"後継総裁に固まった宇野外相、ＯＥＣＤ閣僚理出席でパリへ　三塚通産相も同行 ",NA,NA,420
15200,"ソニア・ガンジー女史は会議派総裁への就任を拒否／インド ",NA,NA,941
30889,"自民党、公明党に申し入れ　石原信雄氏を共同で擁立　東京都知事選",NA,NA,1959
82759,"「民主政権」旗印絞れ、自民は「健全野党」に　細川元首相インタビュー",NA,NA,4218
77396,"証券優遇税制を再延長　自民税調が方針、公明と調整へ ",NA,NA,3999
42792,"自民、旧公明と政策協議　きょう正式合意　連携へ踏み出す ",NA,NA,2377
23099,"毎年１０億円超すヤミ献金　建設業界などが金丸前副総裁に",NA,NA,1537
77667,"証券優遇税制、原則廃止へ　一定額以下は当面継続　自民税調",NA,NA,4011
54107,"中選挙区復活で自公一致　今秋以降、議論本格化へ　野党の反発必至",NA,NA,3069
54535,"那覇空港の検査・警備業務で航空３社が談合指示　自民３議員口利き",NA,NA,3146
18720,"衆院定数削減へ努力　政治改革「基本方針」を答申　自民党",NA,NA,1199
63273,"小泉首相、憲法改正案策定へ　自民総裁再選なら　２００５年秋までに ",NA,NA,3362
85619,"生保への質疑、短縮　０７年衆院財金委の参考人招致　自民議員に依頼か",NA,NA,4321
63772,"藤井治芳公団総裁の聴聞終結、来週にも解任　「不当」繰り返し訴え",NA,NA,3427
6189,"後継総裁、伊東氏に就任を６日に正式要請／安倍自民党幹事長 ",NA,NA,364
96058,"白川総裁　来月１９日辞任　日銀、任期切れ前　首相に伝える",NA,NA,4597
27464,"日銀総裁、景気下げ止まりを明言　経営者心理も好転",NA,NA,1850
1915,"税制改革の「基本方針」２６日に決定／自民党税調が確認 ",NA,NA,88
43985,"自民後継総裁　小泉氏が出馬意欲　小渕氏は１６日に表明　投票決着の可能性も ",NA,NA,2455
18029,"共和事件で逮捕の阿部文男代議士の自民党離党による衆院の新勢力分野 ",NA,NA,1143
6399,"選挙制度と国会の改革、「第三者」で促進　自民、政治改革大綱に盛る",NA,NA,396
3641,"自民、国会会期６７日間延長を要請 ",NA,NA,202
90619,"特例公債「審議応じる」　自民、国民会議設置も容認",NA,NA,4525
24168,"自民党分裂は政治再生の好機　小栗敬太郎政治部長",NA,NA,1599
29980,"創価学会が公明一党支持を転換　選挙区選では自民候補支援も ",NA,NA,1939
88190,"青森知事に三村氏３選　自公推薦　原発「安全確認し継続」 ",NA,NA,4372
29484,"新党準備会、衆参２２５人で発足　幹事長職に小沢一郎氏",NA,NA,1923
4412,"消費税の半年間弾力的運用をめぐり自民党と民社党が調整へ ",NA,NA,238
94981,"原子力規制に独立委　規制庁を監督　自公案受け入れ　政府・民主方針",NA,NA,4440
21608,"社党証人の喚問を断念　自民",NA,NA,1398
91544,"（２０１３参院選）比例投票先、自民４４％　経済政策「評価」５０％　連続世論調査",NA,NA,4634
22896,"景気対策１０兆円以上に　「新社会資本」も柱　来月初めにも自民発表",NA,NA,1488
36725,"加藤自民幹事長に慰謝料命令　元後援会長名誉棄損　弁論欠席、争わず／東京地裁 ",NA,NA,2113
93755,"米軍以外も防護・支援　自公に政府案示す　安保法制",NA,NA,4758
55332,"自民支持３５％伸び悩み　無党派４５％　朝日新聞社世論調査",NA,NA,3179
20704,"宮沢首相はなお慰留の意向　金丸自民党副総裁の辞任表明",NA,NA,1295
8028,"「公約違反」の声続々　消費税問題に自民・西岡税調が始動",NA,NA,562
61048,"長崎知事選・違法献金事件　わいろ要求容疑も　自民県連前幹事長を逮捕 ",NA,NA,3306
39186,"住都公団９９年に廃止法案　電発は民営化方針　特殊法人改革自民案",NA,NA,2213
6579,"自民党改革と政治改革推進が副総裁の役割　橋本幹事長代理が説明 ",NA,NA,431
6330,"安倍幹事長の辞職要請に原衆院議長反発",NA,NA,383
