"id_all","Headline","codeN","missword","sampleloc"
34498,"山口敏夫議員起訴は「適正な処理」　宮沢法相が談話 ",NA,NA,6874
54831,"千葉市長選告示、新人６人が立候補 ",NA,NA,10365
22695,"横田　喜三郎氏（元最高裁長官）死去　国際法の権威、文化勲章受章者 ",NA,NA,4089
24509,"宮沢首相、あす退陣を正式表明　自民両院議員総会で「後継」投票選出案も ",NA,NA,4639
24556,"衆議院の議席標作りも急ピッチ ",NA,NA,4668
60568,"リクード党首選投票所で銃乱射／イスラエル北部 ",NA,NA,11078
57451,"医療改革法案、３割負担の時期明記　０３か０４年度で与党が合意",NA,NA,10684
30927,"熊本知事選　福島譲二氏が再選 ",NA,NA,6179
65686,"香港の直接選挙認めず　民主派は反発　中国全人代常務委決定",NA,NA,11784
2139,"奥野氏発言、撤回・陳謝案を野党側は拒否　進退問題ヤマ場に",NA,NA,253
33465,"橋本自民党新総裁誕生　役員人事本格調整　幹事長に加藤氏 ",NA,NA,6659
52877,"内閣不信任案　「否決」で済まぬ政治の醜態　政治部長・弘中喜通 ",NA,NA,10039
91922,"出生前診断に新手法　費用８分の１、年齢制限なし　相談体制の充実課題",NA,NA,15631
94252,"原発賠償　東電に１８自治体請求 ",NA,NA,14922
22437,"総括質疑２８、２９日に　１月実施は８年ぶり／衆院予算委 ",NA,NA,4033
52474,"千代田生命、更生法申請を検討　自力再建は困難",NA,NA,9977
35782,"村山富市社民党首が訪中へ　早ければ５月中にも実現",NA,NA,7146
12669,"米中間選挙投票始まる　きょう７日午後大勢判明 ",NA,NA,2300
19767,"国際緊急援助隊派遣法改正法案も可決へ　自衛隊参加、可能に　参院",NA,NA,3493
28441,"滋賀県知事に稲葉稔氏が３選 ",NA,NA,5635
15383,"衆院小選挙区、格差２．２倍を容認　選挙制度審区割り作業",NA,NA,2686
85376,"首相「消費税１０％」言及　参院選公約会見　「自民案参考に」　年度内に具体案 ",NA,NA,14474
60453,"沖縄県知事選　稲嶺恵一氏が再選 ",NA,NA,11063
29485,"新・新党、１１月にも発足　２２５人で準備会結成　党首、海部氏軸に調整 ",NA,NA,5830
46153,"周辺事態法案　「安保の枠内」明記　政府・与党が修正固める ",NA,NA,8897
35170,"［政まつりごと］第五部検証・連立政治（１５）小党の生きざま（連載） ",NA,NA,7030
90671,"衆院きょう解散　特例公債法案・「０増５減」成立へ",NA,NA,15271
8488,"税制再改革基本法案に盛り込んだ国民税制協の条項　参院野党、修正の意向 ",NA,NA,1529
26914,"ガット提訴で対応　米の制裁で細川首相強調　衆院予算委",NA,NA,5279
23673,"情報公開法案提出を検討　参院の野党が今国会に",NA,NA,4271
58353,"石田真敏氏の当選に伴う衆院の新勢力分野 ",NA,NA,10826
72772,"村上ファンド拠出　福井総裁「職責全う」強調　「世間騒がせた」と陳謝／参院委 ",NA,NA,12657
30111,"被爆者援護法案を国会に提出 ",NA,NA,6000
91264,"「０増５減」法案、きょう採決強行　衆院委",NA,NA,15467
6174,"元年度予算案、衆院通過へ　本会議、自民単独で可決　連休明け波乱含み ",NA,NA,963
43605,"「来年５月総選挙」　大統領、国民協議会は１２月　インドネシア",NA,NA,8445
52198,"非拘束名簿方式導入、参院自民が了承　来夏実施めざす　与党が投票方式など詰め ",NA,NA,9926
14517,"４４道府県議選と１０政令市議選がきょう２９日告示／統一地方選第３弾 ",NA,NA,2551
74373,"来年に道路整備計画　特定財源、政府・与党が合意",NA,NA,12840
68504,"西武鉄道株名義偽装　堤前会長を強制捜査へ　証取法違反容疑で／東京地検 ",NA,NA,12089
90752,"立候補、最多の１５０４人　新党続出し膨らむ　衆院選",NA,NA,15336
47804,"群馬知事に小寺弘之氏３選",NA,NA,9164
89925,"野田首相、今国会成立へ決意　消費増税関連法案審議入り",NA,NA,15064
36122,"大蔵省の金融分離盛らず　銀行局など機構改革　与党チーム改革最終案",NA,NA,7201
94853,"消費税　首相、継続審議認めず　「今国会成立、基本中の基本」",NA,NA,15039
7776,"政治改革法案の成立が国会解散・総選挙の前提／海部首相表明 ",NA,NA,1348
33393,"十月下旬新党結成「望ましい」、半数弱　社党の本部書記長アンケート",NA,NA,6640
7870,"参院野党４会派、消費税廃止法案を提出　税制特別委の設置が焦点に ",NA,NA,1363
74445,"安倍首相、「戦後脱却」を最優先　改正教育基本法と防衛庁「省」昇格法成立",NA,NA,12862
21159,"金丸氏批判が自民で拡大　進退言及の意見も　政治改革本部部会で党の対応に不満 ",NA,NA,3726
71850,"「大家族」税制優遇も　少子化対策検討　政府・与党が月内協議会 ",NA,NA,12562
37393,"小選挙区比例制　「仕組み知らない」６割／読売新聞社全国世論調査 ",NA,NA,7461
95662,"地方交付金延期に抗議　知事会など６団体",NA,NA,15253
86049,"菅氏、地方でリード　国会票、小沢氏と競る　民主代表選・朝日新聞社情勢調査",NA,NA,14574
74165,"和歌山知事、きょうにも逮捕　下水道談合容疑で／大阪地検 ",NA,NA,12788
66653,"株式会社の農業を解禁　特区の試み評価　個性的経営を期待、農地法改正へ ",NA,NA,11927
96103,"ＰＭ２．５注意喚起へ指針　環境省策定へ　測定局増設　自治体に要請",NA,NA,15412
68292,"知事会長選、麻生氏と増田氏推す声　石原氏支持の動き続く",NA,NA,12061
21500,"佐川捜査で中間報告を約束　政治資金規正法罰則強化の必要　宮沢首相が答弁 ",NA,NA,3823
13172,"シェワルナゼ外相、辞意表明　ソ連代議員大会で突然",NA,NA,2392
43620,"国民年金保険料　徴収方法見直しを総務庁が勧告　学生には猶予制度 ",NA,NA,8448
53663,"［裁く］第１部・法服の苦悩（２）判決「求刑八がけ」傾向（連載） ",NA,NA,10164
21162,"政治改革は「進まない」７２％　不祥事に憤り募る／読売新聞社全国世論調査 ",NA,NA,3727
23426,"衆院選「連用制」検討促す　“資金Ｇメン”設置も　民間政治臨調が改革提言発表 ",NA,NA,4232
34615,"新進党の「議員辞職検討」　再検討申し入れへ　羽田グループ",NA,NA,6906
49939,"弁護士費用、国が支援　法制化し制度拡充　民事法律扶助",NA,NA,9507
5451,"新顔の土屋氏当選　鹿児島県知事選",NA,NA,787
26442,"公聴会設定で対立　政治改革の与野党折衝",NA,NA,5137
4471,"鹿児島市長、赤崎義則氏が再選",NA,NA,620
75165,"イラク特措法、２年延長へ　政府・与党、空自の支援継続",NA,NA,12949
22201,"河野官房長官が各議員に通知　１９日の皇室会議",NA,NA,4005
87471,"石原知事出馬へ　自民に伝達　きょう都議会で表明　混乱回避へ決断 ",NA,NA,14738
30286,"現金１億円海外持ち出し　山田バレー元監督を書類送検へ　外為法違反の疑い ",NA,NA,6050
25331,"細川連立政権の緊急経済対策　「期待できぬ」が４９％／読売新聞社全国世論調査 ",NA,NA,4888
52910,"金子、立木氏が副委員長勇退へ／共産党 ",NA,NA,10043
18371,"共和汚職事件等の「喚問・招致は複数」　鈴木元首相も対象示唆　自民党が回答 ",NA,NA,3226
83536,"［民主イズム］「官」との軋み（８）小沢流国会改革への疑念（連載） ",NA,NA,14200
82471,"都議選告示　首都決戦２２１人 ",NA,NA,13958
24760,"政治不信をどう解消する（細川連立政権の行く手：５）",NA,NA,4766
6607,"衆院議長に田村元氏、副議長は安井吉典氏を選出 ",NA,NA,1092
41879,"新進党首選　小沢氏が出馬表明、鹿野氏と一騎打ち　「解党的出直し」言及 ",NA,NA,8142
14942,"日本の政治力増大に警戒感　夕食会でゴー・シンガポール首相",NA,NA,2634
31149,"東京共同銀融資問題　「否決される可能性高い」　公明都議団長が表明 ",NA,NA,6226
31640,"１３都道府県知事選投票率　前回をやや上回る ",NA,NA,6340
47984,"国旗・国歌法案、きょう衆院を通過　自自公など賛成多数",NA,NA,9198
94302,"大阪市長　橋下氏　ダブル選　維新圧勝　知事は松井氏　都構想推進へ ",NA,NA,14932
54712,"石川錬治郎・秋田市長が辞職へ　女性への現金問題で",NA,NA,10349
31720,"１１７市長選など告示　３１市長が無投票当選　統一地方選後半戦",NA,NA,6360
45746,"昨年の政治資金、１１％減の３０６９億円　不況で企業献金減少",NA,NA,8823
46058,"自民党中山・亀井グループと旧中曽根派、　週明けから合流協議 ",NA,NA,8875
7794,"ハンガリー共産党が西欧型強める新綱領案固める　市場原理と軍縮と",NA,NA,1351
30296,"新進党初代党首に海部氏　羽田・米沢氏に大差　亀裂表面化で今後にしこりも ",NA,NA,6052
24921,"企業献金廃止を強調　所得減税には慎重　代表質問に細川首相答弁／衆院本会議 ",NA,NA,4807
8507,"ソ連、社民主義導入を明確に　党は「社会の前衛」　プラウダ編集長表明 ",NA,NA,1532
11380,"選挙改革の法案化、９１年４月めど　自民調査会長が日程先送り表明",NA,NA,2150
64772,"古賀潤議員学歴疑惑　民主、辞職促す方針　自ら表明せぬ場合 ",NA,NA,11689
23046,"佐川問題の証人喚問で与野党折衝が難航／参院予算委 ",NA,NA,4172
3368,"ビルマ　反政府勢力が新党結成　元国防相ら２１人が「民主平和連盟」 ",NA,NA,414
55777,"失業手当、最長２年　政府・与党、雇用保険法改正の方針",NA,NA,10506
92113,"検証機関、確約せず　４党案、付則止まり　秘密保護法案",NA,NA,15664
26635,"２４日の東証、政治改革法案否決で９５４円下げ　終値は１万８３５３円２４銭 ",NA,NA,5197
18135,"第１２３通常国会、あす２４日召集 ",NA,NA,3181
21185,"金丸氏に離党求める　けじめは臨時国会前に　信頼回復へ自民若手の会発足 ",NA,NA,3735
11816,"中東貢献　現行法令見直し、「国連協力法」制定も／海部首相会見 ",NA,NA,2172
82666,"［視点・０９衆院選］（１）ジェラルド・カーティス氏（連載） ",NA,NA,14016
42680,"民友連新党、民主党に合流で調整　各党、慎重論や異論も",NA,NA,8291
12410,"自衛隊参加は憲法の枠内　国連軍への協力は当然　海部首相答弁／衆院代表質問 ",NA,NA,2228
43325,"サッカーくじ法が成立 ",NA,NA,8397
9218,"総選挙、３日公示へ激しい攻防　３０７人、既に当選圏／読売新聞調査 ",NA,NA,1687
19594,"軍の発砲事件責任者処罰を要求　市民ら数千人、国会前に集結　タイ",NA,NA,3448
35069,"住専債権の時効延長　来月初めに法案／連立与党 ",NA,NA,7006
34237,"台湾与党が辛勝　立法院選で新党が躍進",NA,NA,6813
61381,"会計士法改正案　監査法人に改善命令、検査権限を強化／金融庁 ",NA,NA,11184
22983,"政治改革法案　資金調達で団体相互を禁止　自民、規制強化で決着 ",NA,NA,4158
22700,"自民が単独審議　喚問続行は物別れ　衆院予算委",NA,NA,4090
98695,"アベノミクス論戦　８党首討論会　自民　雇用１００万人増　民主　格差拡大",NA,NA,16017
69003,"３６新市長誕生　青森・佐々木氏　富山・森氏　名古屋・松原氏　松江・松浦氏",NA,NA,12143
40459,"橋本首相、与党に陳謝　「連絡、十分でなかった」　自衛隊機派遣",NA,NA,7948
91352,"特養、個室化進まず　自治体７割、相部屋容認　朝日新聞社調査",NA,NA,15485
77417,"延長国会、波乱含み　補給支援法案、衆院委で可決",NA,NA,13344
46735,"有事法制化は先送り　今国会、ガイドライン優先　政府・与党",NA,NA,8987
46059,"［２１世紀の地方自治］（２）自治体合併　乗らぬ住民、首長も腰重く（連載） ",NA,NA,8876
33959,"山口敏夫代議士親族企業、背任容疑できょうにも強制捜査　二信組融資",NA,NA,6748
34939,"「大蔵の責任」山積み　住専問題で国会提出資料、廊下にうずたかく",NA,NA,6971
68104,"阪神大震災１０年　「災害指揮」首長特訓ソフト、全自治体に配布へ／政府 ",NA,NA,12040
39630,"公共投資計画を３年延長　実施額を実質圧縮　自民党が方針固める ",NA,NA,7840
74402,"復興・平和願い１票　インドネシア・アチェで地方選",NA,NA,12852
31303,"鈴木安全信組前理事長の衆院委喚問　「う回融資」認める　「最善の手段」強調 ",NA,NA,6264
28586,"名古屋、大阪市が地方交付税交付団体に転落　不況で法人税減収 ",NA,NA,5665
74400,"［知事の腐敗］（中）モノ言えぬ多選の弊害（連載） ",NA,NA,12850
39059,"財政構造改革への協力、社さ両党首に要請／橋本首相 ",NA,NA,7731
26694,"第１２９通常国会きょう召集 ",NA,NA,5234
58573,"「基地、国の問題」　本土復帰３０周年記念式典で沖縄県知事",NA,NA,10851
22112,"監査役の機能強化、「社外監査役」制度も盛る　商法改正案",NA,NA,3994
47858,"米空母停泊地に敦賀浮上　周辺事態法受け日米実務者検討",NA,NA,9174
28627,"自民・社会・さきがけ３党で北朝鮮政策調整決定へ／自民政調方針 ",NA,NA,5669
26146,"参院予算委　「補正」会期内成立で合意　「政治改革」は実質審議不可能に ",NA,NA,5073
43520,"改正財革法、可決し成立　参院特別委",NA,NA,8429
31061,"復興赤字国債の償還財源に所得付加税の構想／政府・与党 ",NA,NA,6209
2072,"臨時国会召集は７月１０－１５日　金丸前副総理語る",NA,NA,247
72870,"歳出削減、１１．４～１４．３兆円で決着　選挙意識し微修正　政府・与党",NA,NA,12668
38933,"首相、蔵相と協議　銀行法改正案の破たん処理で規定 ",NA,NA,7718
83676,"与党、臨時国会の会期延長で一致",NA,NA,14214
16577,"公民、提出を実質容認　「国会承認」物別れのまま　ＰＫＯ法案",NA,NA,2901
28475,"新首相に村山氏　自社さきがけ連立　決選で与党擁立の海部氏破る＝号外も発行 ",NA,NA,5647
34135,"宗教法人法改正８３％が賛成　対オウム破防法適用７９％／読売新聞社世論調査 ",NA,NA,6781
29848,"与党訪朝団、来月に　「受け入れ回答あった」　森自民幹事長が見通し ",NA,NA,5918
75686,"横山ノックさん死去　前大阪府知事・漫画トリオ",NA,NA,13018
39574,"英新政権、陣容固まる　メージャー氏が保守党首辞任の意向 ",NA,NA,7827
98994,"自衛隊海外活動　３法で　周辺事態・ＰＫＯ法　改正　政府・自民方針",NA,NA,16110
28425,"「新政権」の枠作り活発化　自民が「構想」提示　与党は新連立を模索 ",NA,NA,5627
32750,"８党に初の政党交付金　総額１４９億円、使途焦点に",NA,NA,6535
37424,"衆院選、きょう公示 ",NA,NA,7474
50231,"道庁談合で「口利き枠」　議員や道幹部仲介　事前に業者決定　公取委が調査 ",NA,NA,9575
31300,"訂正請求期間を延長　審議会の「ご意見番」は見送り　放送法改正案",NA,NA,6262
22028,"政界再編　大内民社委員長が新党結成の方針 ",NA,NA,3978
45640,"中島洋次郎代議士、３度目逮捕　富士重から受託収賄容疑",NA,NA,8808
8492,"税特委の空転収拾策、結論は出ず　参院国対委員長会談",NA,NA,1530
19490,"韓国与党の大統領候補、金泳三氏に確定　対立候補が「公選拒否」",NA,NA,3429
35752,"松田利民道副知事が辞意　公費不正支出問題のトップ波及避ける狙い",NA,NA,7142
90817,"衆院議長に伊吹文明氏　法務・谷垣氏、国交・太田氏、文科・下村氏",NA,NA,15378
86089,"（危機の政党）選挙偏重から抜け出せ　編集委員・曽我豪",NA,NA,14582
44851,"豪総選挙　与党保守連合が勝利　消費税導入を公約 ",NA,NA,8669
28352,"細川氏、不出頭の可能性　与党なお「採決無効」　きょうの証人喚問",NA,NA,5605
86594,"柳田法相問責、野党が一致　週明けにも決議案　菅首相、続投させる構え",NA,NA,14634
61511,"国会、大幅延長へ　「３０日以上」軸に政府・与党調整 ",NA,NA,11199
63487,"「東南海」「南海」地震の防災対策、４９７市町村が推進地域に",NA,NA,11484
23947,"カンボジア総選挙　人民党勝利へ強気の姿勢／フン・セン首相 ",NA,NA,4374
70021,"自殺防止策、ネットで公開　先進自治体の活動資料も　厚労省、データベース化へ",NA,NA,12276
16700,"国債引き受けを除外　４大証券に１か月間　橋本蔵相表明／衆院特別委 ",NA,NA,2913
71452,"株式の大幅分割を制限　政府・与党、法規制を検討 ",NA,NA,12515
7647,"リ社献金の記載なし　８８年政治資金収支報告書",NA,NA,1327
26880,"内閣改造問題　武村官房長官更迭なら連立政権離脱も／新党さきがけ ",NA,NA,5275
33994,"実姉経営会社への融資　山口敏夫議員が連帯保証　８３年に旧東京協和あて約定書 ",NA,NA,6760
2811,"臨時国会召集問題の与野党国対会談物別れ　きょう１２日に改めて協議 ",NA,NA,320
46687,"統一地方選スタート　１２知事選、きょう告示 ",NA,NA,8973
23118,"旧竹下派議員聴取へ　金丸資金の「出」確認／東京地検 ",NA,NA,4178
8180,"府県や市町村同士が広域行政へ「連合」制　新行革審小委の報告書原案",NA,NA,1448
5241,"北九州市議選で自民敗退、３議席減　リ疑惑・消費税が影響",NA,NA,737
51089,"民主、「神の国」発言の森首相に退陣要求　不信任案提出へ　党首会談３分で退席 ",NA,NA,9727
29542,"議長不信任案、見送り　「改革」が譲歩提案　国会、正常化へ動く",NA,NA,5849
35417,"空転国会きょう正常化　新進党はピケを解除　与野党が条件合意",NA,NA,7094
25271,"円藤寿穂氏が初当選　徳島県知事選",NA,NA,4880
35208,"住専処理　母体行が５０００億追加負担　リストラ益、納税で　与党と基本合意 ",NA,NA,7039
5767,"リクルート事件「けじめ」待ったなし　竹下首相、千葉・宮城知事選の結果で決意 ",NA,NA,869
47600,"自治体の情報公開　市区町村の４分の１が制定　条例・要綱の読売新聞社全国調査 ",NA,NA,9138
26350,"富山市長選　正橋正一氏が３選 ",NA,NA,5118
47884,"介護保険料の調整交付金　過疎自治体に重点配分　高齢化率を配慮　厚生省が方針 ",NA,NA,9180
27680,"与党内で最大会派に　統一会派「改新」",NA,NA,5451
39155,"「衆院選まで野党で」　民主の菅代表、党大会で明言 ",NA,NA,7740
76549,"良識の札　参院本会議場の議席名札",NA,NA,13203
64436,"２００２年の政治資金１１％減　１５年ぶり３０００億円割れ ",NA,NA,11651
98676,"衆院選　民主　過半数擁立難しく　党勢低迷２００人前後",NA,NA,16004
10864,"国会移転へ国会決議を　自民打診に野党前向き　集中是正の雰囲気作り",NA,NA,2058
68773,"「平成の大合併」　来年３月末までに１８２２市町村に再編　総務省がまとめ ",NA,NA,12122
41754,"金融分離、決着先送りへ　与党責任者協議で一致　行革会議最終報告",NA,NA,8116
8695,"ソ連、９日に党中央委総会開く ",NA,NA,1580
8007,"プリペイドカードの「汎用」認可へ新法案　大蔵省が臨時国会に提出へ ",NA,NA,1402
